income,sex,race,age,hs_week
<=50K,Male,White,21,40
<=50K,Male,White,32,35
<=50K,Female,White,32,45
<=50K,Female,White,70,12
>50K,Male,White,65,50
<=50K,Male,White,57,40
<=50K,Male,White,31,40
>50K,Male,White,37,60
<=50K,Female,White,34,36
<=50K,Male,White,26,78
<=50K,Male,White,44,48
<=50K,Male,White,66,40
<=50K,Female,White,39,40
>50K,Male,White,31,40
>50K,Male,White,53,40
<=50K,Female,White,36,50
<=50K,Male,White,61,40
>50K,Male,White,43,40
<=50K,Male,White,38,40
<=50K,Male,White,26,50
<=50K,Male,Amer-Indian-Eskimo,27,8
<=50K,Female,White,58,40
<=50K,Female,White,37,12
<=50K,Male,White,56,26
>50K,Male,White,36,60
<=50K,Male,Black,29,40
<=50K,Male,White,28,30
>50K,Male,White,61,40
>50K,Male,White,66,25
>50K,Male,White,31,50
<=50K,Female,White,21,40
>50K,Male,White,67,58
<=50K,Male,White,26,40
<=50K,Male,White,21,50
<=50K,Male,White,33,40
<=50K,Female,White,33,32
>50K,Male,White,59,50
<=50K,Male,White,82,50
>50K,Female,White,34,50
>50K,Male,White,29,50
<=50K,Female,White,19,40
<=50K,Male,White,57,1
>50K,Male,White,41,50
<=50K,Male,Black,55,40
<=50K,Male,Black,27,40
<=50K,Male,White,33,45
>50K,Male,Black,43,50
<=50K,Female,White,72,16
<=50K,Male,White,68,40
<=50K,Female,White,29,40
<=50K,Male,White,41,60
<=50K,Male,White,30,40
>50K,Male,Asian-Pac-Islander,31,70
<=50K,Female,Black,54,30
>50K,Female,White,32,50
<=50K,Female,White,56,40
>50K,Female,White,39,6
>50K,Male,White,41,35
<=50K,Female,White,48,40
<=50K,Male,White,66,48
<=50K,Female,White,25,50
<=50K,Male,White,31,40
<=50K,Male,White,32,48
>50K,Male,White,51,40
<=50K,Female,Black,42,40
<=50K,Female,Black,22,35
>50K,Male,White,31,60
<=50K,Female,White,43,40
<=50K,Female,Black,42,40
<=50K,Male,Other,20,40
>50K,Male,White,40,40
<=50K,Female,White,65,20
>50K,Male,White,53,52
>50K,Male,White,56,60
>50K,Male,White,51,55
<=50K,Male,White,38,40
>50K,Male,White,44,50
>50K,Male,White,49,60
>50K,Male,Black,47,44
<=50K,Female,White,22,40
>50K,Male,White,53,45
<=50K,Male,White,41,20
<=50K,Male,White,19,40
<=50K,Female,Amer-Indian-Eskimo,27,43
>50K,Female,White,48,25
<=50K,Female,White,52,7
>50K,Male,White,61,40
>50K,Male,Asian-Pac-Islander,45,45
<=50K,Male,White,29,40
<=50K,Male,White,41,21
<=50K,Male,Black,38,60
>50K,Female,White,32,40
<=50K,Male,White,37,40
<=50K,Male,White,55,40
<=50K,Male,White,62,40
<=50K,Male,White,48,40
>50K,Male,White,43,50
<=50K,Male,Black,25,24
<=50K,Female,White,47,40
<=50K,Male,White,49,70
<=50K,Male,White,55,40
<=50K,Female,White,42,40
<=50K,Male,White,40,40
<=50K,Male,White,34,40
<=50K,Female,White,38,10
>50K,Male,White,39,40
<=50K,Female,White,45,55
<=50K,Male,White,43,40
<=50K,Female,Black,32,40
<=50K,Female,White,18,20
<=50K,Male,White,27,40
<=50K,Female,White,57,40
<=50K,Female,White,38,60
>50K,Male,White,67,40
<=50K,Female,White,26,20
<=50K,Male,White,21,40
<=50K,Male,White,17,15
<=50K,Male,White,31,40
<=50K,Male,Black,51,30
>50K,Male,White,29,40
>50K,Male,White,28,40
>50K,Male,White,32,45
<=50K,Male,White,31,45
>50K,Male,White,26,40
<=50K,Female,White,28,40
<=50K,Female,White,40,40
<=50K,Male,White,51,19
<=50K,Male,Black,62,20
<=50K,Male,White,54,60
<=50K,Female,White,55,16
<=50K,Male,White,24,20
<=50K,Male,White,27,45
<=50K,Male,White,18,30
>50K,Female,Amer-Indian-Eskimo,22,40
<=50K,Female,White,21,40
>50K,Male,Asian-Pac-Islander,44,80
>50K,Male,White,50,60
>50K,Male,White,38,40
>50K,Male,White,39,50
<=50K,Male,White,27,40
<=50K,Male,Black,35,40
>50K,Male,White,51,60
<=50K,Male,White,60,40
>50K,Male,White,62,40
<=50K,Male,White,38,40
<=50K,Male,Black,37,35
<=50K,Female,White,43,40
<=50K,Female,White,49,50
<=50K,Female,White,17,25
<=50K,Male,White,32,60
<=50K,Female,White,23,38
>50K,Male,White,28,40
>50K,Male,White,83,55
<=50K,Female,White,25,40
<=50K,Male,White,42,60
<=50K,Male,White,46,40
<=50K,Female,Other,29,50
>50K,Male,White,44,45
>50K,Male,White,60,45
<=50K,Female,Amer-Indian-Eskimo,30,40
<=50K,Female,White,24,17
<=50K,Female,White,17,10
<=50K,Female,White,76,16
<=50K,Female,White,31,40
>50K,Male,White,52,40
<=50K,Female,Asian-Pac-Islander,39,35
>50K,Male,White,73,50
<=50K,Female,Black,38,24
<=50K,Female,Black,48,20
<=50K,Female,White,60,40
<=50K,Male,White,26,40
<=50K,Male,White,20,40
>50K,Female,White,54,40
<=50K,Male,Black,50,40
<=50K,Female,White,20,40
<=50K,Male,Black,23,22
>50K,Male,White,35,40
<=50K,Male,Black,43,40
<=50K,Male,White,50,32
<=50K,Male,Black,58,50
<=50K,Male,Asian-Pac-Islander,55,40
>50K,Male,White,29,45
<=50K,Female,White,47,40
<=50K,Female,Black,39,40
>50K,Female,White,63,35
<=50K,Male,White,27,60
<=50K,Female,Black,62,40
<=50K,Female,White,38,40
<=50K,Male,White,25,65
<=50K,Male,White,31,52
<=50K,Female,White,40,40
<=50K,Male,White,42,50
>50K,Male,White,52,40
>50K,Male,White,46,40
<=50K,Female,White,31,50
<=50K,Female,White,33,40
<=50K,Female,White,58,40
>50K,Male,White,52,36
>50K,Male,White,25,35
>50K,Male,White,54,40
<=50K,Male,White,46,60
<=50K,Male,White,28,40
<=50K,Male,White,24,40
<=50K,Female,White,39,40
<=50K,Male,White,60,40
<=50K,Female,White,22,40
<=50K,Female,White,27,40
>50K,Male,White,35,45
<=50K,Male,White,47,50
>50K,Female,White,33,50
>50K,Male,White,40,45
>50K,Male,White,38,40
<=50K,Female,Other,26,40
>50K,Male,White,54,50
<=50K,Male,White,39,40
<=50K,Male,White,60,40
<=50K,Female,White,32,40
<=50K,Female,White,19,15
<=50K,Male,White,49,60
<=50K,Female,White,31,48
<=50K,Female,White,29,25
<=50K,Female,Black,39,40
>50K,Male,White,42,50
<=50K,Female,White,26,35
<=50K,Male,White,27,40
<=50K,Female,White,52,40
<=50K,Female,Black,50,40
>50K,Male,White,51,45
>50K,Male,White,51,40
>50K,Male,White,40,40
<=50K,Male,Black,61,40
<=50K,Male,White,35,40
<=50K,Female,Black,41,28
>50K,Male,White,31,40
>50K,Male,White,43,40
<=50K,Male,White,20,40
<=50K,Male,White,35,40
<=50K,Male,White,30,45
>50K,Male,White,42,40
>50K,Male,White,51,40
>50K,Male,Asian-Pac-Islander,39,99
<=50K,Male,White,69,25
>50K,Male,White,63,40
<=50K,Female,Black,29,40
<=50K,Male,White,21,20
<=50K,Male,White,24,55
<=50K,Male,Black,55,40
<=50K,Male,White,42,45
<=50K,Female,White,48,40
<=50K,Female,White,31,42
>50K,Male,White,52,40
<=50K,Female,White,30,40
<=50K,Male,White,29,40
<=50K,Male,White,32,40
>50K,Male,White,47,40
<=50K,Male,White,56,40
<=50K,Male,White,40,40
<=50K,Female,White,20,10
<=50K,Male,White,36,40
<=50K,Male,White,45,40
<=50K,Male,White,38,40
>50K,Male,White,60,40
<=50K,Male,Black,70,40
<=50K,Female,White,21,30
<=50K,Female,White,57,40
<=50K,Male,White,33,48
<=50K,Male,White,37,50
>50K,Male,White,50,50
>50K,Male,White,68,55
<=50K,Female,White,28,40
<=50K,Male,White,32,40
>50K,Male,White,30,50
<=50K,Male,White,18,30
<=50K,Female,White,45,20
<=50K,Female,White,22,40
<=50K,Female,White,38,8
<=50K,Female,White,37,40
<=50K,Male,White,23,40
<=50K,Male,White,59,40
>50K,Male,White,48,40
>50K,Male,White,53,50
<=50K,Male,White,18,25
<=50K,Female,White,30,40
>50K,Male,White,50,45
<=50K,Male,White,63,40
<=50K,Male,White,38,40
<=50K,Female,White,48,40
<=50K,Male,White,60,40
<=50K,Female,White,46,50
<=50K,Male,White,30,30
>50K,Male,White,39,60
>50K,Male,White,55,40
<=50K,Male,White,17,15
>50K,Male,White,46,55
<=50K,Female,White,50,65
<=50K,Male,Black,32,30
<=50K,Female,White,18,40
<=50K,Male,Black,34,40
>50K,Male,White,50,45
<=50K,Male,White,32,55
<=50K,Female,Black,23,40
<=50K,Male,White,26,50
<=50K,Female,White,46,50
<=50K,Male,White,43,55
>50K,Male,White,32,60
<=50K,Female,White,37,38
>50K,Male,White,48,45
<=50K,Male,White,28,40
<=50K,Male,White,43,40
<=50K,Female,White,51,24
<=50K,Male,White,30,50
>50K,Male,White,34,50
<=50K,Male,Amer-Indian-Eskimo,34,40
>50K,Male,White,41,60
<=50K,Female,White,53,48
<=50K,Male,White,42,40
<=50K,Female,White,18,30
>50K,Male,White,81,50
<=50K,Male,White,40,40
<=50K,Female,White,26,35
<=50K,Female,White,20,15
<=50K,Female,White,41,50
>50K,Male,White,49,45
<=50K,Female,White,22,20
>50K,Male,White,46,45
<=50K,Female,White,56,40
>50K,Female,White,35,40
<=50K,Female,White,34,35
>50K,Female,White,29,40
<=50K,Male,White,28,45
<=50K,Male,White,35,37
<=50K,Male,White,29,40
<=50K,Female,White,21,30
>50K,Male,White,52,95
<=50K,Male,White,45,40
<=50K,Male,Black,43,40
<=50K,Female,White,35,25
<=50K,Male,White,21,20
<=50K,Male,White,35,40
<=50K,Male,White,30,40
<=50K,Female,White,45,40
<=50K,Female,White,29,20
<=50K,Female,Black,29,40
<=50K,Female,White,33,40
<=50K,Male,Black,17,15
<=50K,Female,White,52,25
<=50K,Female,White,24,35
>50K,Male,White,32,40
<=50K,Female,White,40,48
<=50K,Male,White,32,40
<=50K,Female,White,33,40
<=50K,Male,White,30,38
<=50K,Male,White,28,40
<=50K,Male,White,62,50
>50K,Male,White,46,40
<=50K,Female,White,32,64
>50K,Male,White,26,40
>50K,Male,White,41,40
>50K,Male,White,57,40
>50K,Male,White,52,45
>50K,Male,White,35,50
<=50K,Male,White,19,16
>50K,Male,White,49,45
>50K,Male,White,47,60
<=50K,Female,White,38,32
<=50K,Male,White,30,40
<=50K,Male,White,32,40
>50K,Female,White,32,50
<=50K,Female,White,46,40
<=50K,Male,White,22,50
<=50K,Male,White,47,50
>50K,Female,White,57,25
<=50K,Female,Black,47,40
>50K,Male,White,41,56
<=50K,Male,White,36,40
<=50K,Male,White,32,60
<=50K,Male,White,37,40
<=50K,Male,White,36,45
<=50K,Male,White,64,40
<=50K,Male,White,17,15
<=50K,Female,White,23,15
<=50K,Female,White,40,40
>50K,Male,White,42,50
<=50K,Male,White,37,42
<=50K,Female,White,35,40
<=50K,Male,White,56,50
<=50K,Male,Asian-Pac-Islander,52,40
>50K,Male,White,37,45
>50K,Male,White,48,65
<=50K,Female,White,24,40
<=50K,Male,White,33,40
<=50K,Male,Asian-Pac-Islander,39,40
<=50K,Male,Black,34,42
<=50K,Female,White,24,40
<=50K,Male,Other,23,24
>50K,Male,White,49,65
<=50K,Male,White,18,25
<=50K,Male,White,20,40
>50K,Male,White,54,55
<=50K,Male,White,19,40
>50K,Male,White,53,46
<=50K,Female,Black,34,40
<=50K,Male,White,28,40
<=50K,Male,White,35,40
<=50K,Female,White,20,20
<=50K,Female,White,31,50
<=50K,Female,White,37,40
<=50K,Male,White,64,40
>50K,Male,White,42,40
<=50K,Male,White,27,50
<=50K,Female,White,36,50
>50K,Male,White,36,40
<=50K,Male,Black,23,40
<=50K,Male,White,46,40
<=50K,Male,Black,24,35
<=50K,Female,White,22,40
>50K,Male,White,62,40
<=50K,Male,White,19,40
<=50K,Male,White,20,30
>50K,Male,Asian-Pac-Islander,47,40
<=50K,Female,White,57,40
<=50K,Male,White,19,35
>50K,Female,White,37,45
>50K,Male,White,35,65
<=50K,Female,White,17,20
<=50K,Female,White,36,35
>50K,Male,White,50,40
<=50K,Female,White,35,35
<=50K,Male,White,27,77
<=50K,Male,White,28,30
>50K,Male,White,29,60
<=50K,Male,Black,25,40
<=50K,Female,White,47,67
>50K,Female,White,29,45
<=50K,Female,White,19,40
<=50K,Male,White,49,40
>50K,Male,White,31,25
<=50K,Female,Black,43,40
<=50K,Male,White,56,40
<=50K,Female,White,42,40
>50K,Male,White,45,56
<=50K,Female,White,40,40
<=50K,Female,White,44,38
<=50K,Female,White,17,20
<=50K,Female,White,36,40
<=50K,Female,White,19,20
>50K,Female,White,53,40
<=50K,Male,White,72,35
<=50K,Male,Amer-Indian-Eskimo,46,60
<=50K,Female,White,33,37
<=50K,Male,Asian-Pac-Islander,22,40
<=50K,Female,White,17,25
>50K,Male,White,41,45
<=50K,Male,White,46,43
<=50K,Female,White,33,20
<=50K,Male,White,32,40
<=50K,Male,White,52,40
<=50K,Female,White,27,40
>50K,Male,White,48,72
<=50K,Female,White,22,35
<=50K,Male,White,25,50
<=50K,Male,White,60,42
<=50K,Male,White,38,40
<=50K,Male,White,37,50
<=50K,Female,White,49,40
<=50K,Male,White,40,30
>50K,Male,White,48,46
<=50K,Female,Black,31,40
<=50K,Male,White,40,45
<=50K,Female,White,25,37
>50K,Male,White,68,45
<=50K,Female,Black,18,20
<=50K,Female,White,19,30
<=50K,Male,White,35,60
<=50K,Female,White,28,50
<=50K,Female,White,53,40
<=50K,Male,White,33,41
<=50K,Male,White,20,40
<=50K,Female,White,45,35
>50K,Male,White,36,50
<=50K,Male,White,34,45
<=50K,Female,White,32,40
<=50K,Male,White,19,25
<=50K,Female,White,24,40
>50K,Male,White,34,40
<=50K,Female,White,32,35
>50K,Male,White,37,45
<=50K,Female,White,31,40
<=50K,Female,White,21,35
>50K,Male,White,47,85
<=50K,Male,White,23,40
>50K,Male,White,33,40
<=50K,Male,Asian-Pac-Islander,60,25
<=50K,Male,White,17,20
<=50K,Male,White,67,24
>50K,Male,White,57,55
<=50K,Male,White,17,20
<=50K,Male,White,53,40
>50K,Male,White,25,50
>50K,Male,White,24,49
<=50K,Male,White,48,40
>50K,Male,White,51,47
<=50K,Male,Black,38,40
>50K,Male,White,51,46
<=50K,Female,White,18,10
<=50K,Female,White,23,40
>50K,Male,White,42,60
<=50K,Female,White,34,35
<=50K,Male,White,39,40
<=50K,Male,White,20,12
<=50K,Female,Black,39,40
<=50K,Male,White,21,40
<=50K,Male,White,26,40
<=50K,Male,White,54,40
<=50K,Female,White,34,40
<=50K,Male,White,32,40
<=50K,Male,White,59,40
<=50K,Female,Other,24,24
<=50K,Female,White,54,40
<=50K,Male,White,54,40
<=50K,Female,White,67,18
<=50K,Male,White,33,60
<=50K,Female,White,37,40
<=50K,Female,White,47,25
<=50K,Female,White,51,40
<=50K,Male,White,45,40
<=50K,Female,White,19,30
>50K,Male,White,58,24
<=50K,Male,Black,27,40
<=50K,Female,White,36,40
<=50K,Male,White,20,40
<=50K,Female,White,51,40
<=50K,Female,White,45,60
<=50K,Male,White,32,40
<=50K,Female,Black,59,40
>50K,Male,White,45,40
<=50K,Male,White,43,40
>50K,Male,White,54,68
<=50K,Female,White,20,32
<=50K,Female,Black,29,42
<=50K,Female,Black,28,40
<=50K,Female,White,18,40
<=50K,Female,White,49,50
<=50K,Male,White,46,30
<=50K,Male,Black,58,30
<=50K,Female,White,56,45
<=50K,Female,Black,41,50
>50K,Male,White,50,60
<=50K,Male,White,74,35
<=50K,Male,White,30,40
<=50K,Female,Black,62,40
<=50K,Female,White,19,40
<=50K,Female,Black,29,40
<=50K,Female,Black,20,40
<=50K,Male,White,36,35
<=50K,Male,White,36,40
<=50K,Female,White,51,30
>50K,Male,White,37,50
<=50K,Male,White,29,40
<=50K,Male,White,17,20
<=50K,Female,White,18,20
<=50K,Male,White,40,40
<=50K,Female,White,26,40
<=50K,Male,White,42,45
<=50K,Male,White,32,40
<=50K,Male,White,33,40
<=50K,Female,White,28,40
>50K,Male,White,43,40
<=50K,Male,White,47,40
<=50K,Female,Black,37,40
<=50K,Male,White,73,10
<=50K,Male,White,37,30
>50K,Female,White,50,35
<=50K,Male,White,19,50
<=50K,Male,White,32,40
<=50K,Male,Asian-Pac-Islander,44,40
<=50K,Female,White,20,16
<=50K,Female,White,29,40
<=50K,Female,White,21,40
<=50K,Female,White,34,40
<=50K,Male,White,44,52
<=50K,Female,White,18,20
<=50K,Female,White,22,40
>50K,Female,White,39,40
<=50K,Male,White,26,40
<=50K,Male,White,29,25
<=50K,Male,White,21,40
<=50K,Male,White,49,50
<=50K,Male,White,24,20
<=50K,Male,White,26,60
<=50K,Male,White,25,60
<=50K,Male,White,30,40
>50K,Male,White,52,38
<=50K,Male,White,30,40
<=50K,Male,White,20,40
<=50K,Male,White,31,40
>50K,Male,White,44,40
>50K,Male,White,46,60
<=50K,Female,White,31,40
<=50K,Female,White,57,10
<=50K,Male,White,58,40
<=50K,Male,White,41,40
<=50K,Female,White,23,40
<=50K,Female,White,47,40
>50K,Male,White,72,28
<=50K,Male,White,26,38
<=50K,Male,White,45,40
>50K,Male,White,48,50
<=50K,Male,White,23,40
<=50K,Female,Black,20,40
<=50K,Male,White,18,15
<=50K,Female,White,27,40
<=50K,Male,White,25,35
<=50K,Female,Black,45,30
<=50K,Female,Black,53,40
>50K,Male,White,54,45
>50K,Male,White,41,40
<=50K,Male,White,23,35
<=50K,Male,White,17,18
<=50K,Male,White,42,40
<=50K,Male,White,61,40
>50K,Female,White,57,38
<=50K,Male,White,21,35
>50K,Male,White,44,40
<=50K,Male,White,48,44
<=50K,Male,White,46,48
<=50K,Male,White,37,86
<=50K,Female,White,35,54
<=50K,Female,White,27,40
<=50K,Male,Other,28,40
<=50K,Male,White,19,10
>50K,Male,White,63,50
<=50K,Female,White,69,40
<=50K,Female,White,69,6
<=50K,Female,White,36,40
<=50K,Male,White,20,35
<=50K,Male,White,28,50
<=50K,Female,White,58,38
<=50K,Male,White,48,40
<=50K,Female,White,39,56
<=50K,Male,White,38,44
<=50K,Female,White,50,40
<=50K,Female,White,35,40
<=50K,Male,White,45,50
<=50K,Male,White,38,38
>50K,Female,White,54,55
<=50K,Female,White,42,12
<=50K,Female,Black,32,40
>50K,Male,Asian-Pac-Islander,55,70
<=50K,Male,White,63,30
<=50K,Male,White,21,48
>50K,Male,White,62,30
>50K,Male,White,46,40
<=50K,Female,Black,43,40
<=50K,Male,White,35,60
<=50K,Male,White,37,40
<=50K,Female,White,51,45
>50K,Male,White,45,72
<=50K,Male,White,19,20
>50K,Male,White,61,40
<=50K,Male,Black,61,65
<=50K,Female,White,21,40
<=50K,Male,White,45,40
>50K,Male,White,38,50
>50K,Female,White,28,40
<=50K,Male,White,40,35
<=50K,Female,Black,32,40
<=50K,Female,Black,55,35
<=50K,Female,White,64,23
<=50K,Male,White,34,40
<=50K,Male,White,19,60
<=50K,Female,Black,58,40
<=50K,Male,White,46,55
<=50K,Male,White,44,40
<=50K,Female,Black,31,40
<=50K,Female,White,31,40
>50K,Female,White,39,45
<=50K,Female,White,19,18
<=50K,Female,White,56,40
<=50K,Male,White,53,40
<=50K,Male,White,68,18
<=50K,Female,White,69,18
>50K,Male,White,62,40
<=50K,Male,White,62,40
<=50K,Female,White,39,40
<=50K,Male,White,45,40
<=50K,Male,Black,29,50
<=50K,Male,White,33,40
>50K,Male,Black,34,40
<=50K,Female,White,29,40
>50K,Male,White,65,35
<=50K,Female,White,18,35
<=50K,Male,White,22,40
>50K,Male,White,30,40
>50K,Male,White,44,40
<=50K,Female,White,48,20
<=50K,Male,White,52,45
>50K,Male,Asian-Pac-Islander,53,20
<=50K,Female,White,48,40
<=50K,Female,White,25,40
>50K,Male,White,41,50
<=50K,Male,White,37,40
<=50K,Male,Black,55,45
<=50K,Female,White,67,38
<=50K,Male,White,36,45
<=50K,Female,White,47,52
<=50K,Female,White,36,40
<=50K,Female,White,25,16
<=50K,Male,White,19,16
<=50K,Male,White,24,40
<=50K,Male,White,30,25
<=50K,Male,White,17,16
<=50K,Male,White,28,40
<=50K,Male,White,34,45
<=50K,Male,White,35,46
<=50K,Male,Black,24,40
>50K,Female,White,43,35
<=50K,Male,Black,20,40
>50K,Male,White,55,40
<=50K,Female,Black,22,35
<=50K,Male,White,20,50
<=50K,Female,White,44,40
<=50K,Male,White,38,40
<=50K,Female,Black,53,25
<=50K,Male,Amer-Indian-Eskimo,26,48
>50K,Male,White,58,40
<=50K,Male,White,23,40
<=50K,Male,White,53,50
<=50K,Male,White,35,40
<=50K,Male,White,41,62
<=50K,Male,White,31,40
<=50K,Female,Black,50,40
>50K,Male,Black,57,55
<=50K,Male,White,25,40
<=50K,Male,White,23,40
<=50K,Male,White,48,50
<=50K,Female,White,34,60
<=50K,Male,Asian-Pac-Islander,37,40
<=50K,Male,Asian-Pac-Islander,43,45
<=50K,Male,White,20,20
>50K,Male,White,40,75
<=50K,Female,White,27,40
<=50K,Male,White,35,40
<=50K,Female,White,33,40
<=50K,Female,White,57,40
<=50K,Male,Asian-Pac-Islander,43,40
>50K,Male,White,40,55
<=50K,Male,White,54,55
<=50K,Female,White,28,40
<=50K,Male,White,32,40
>50K,Male,White,49,50
<=50K,Male,White,52,40
<=50K,Male,White,41,60
<=50K,Male,White,19,40
<=50K,Female,White,33,42
<=50K,Male,White,21,40
<=50K,Female,White,25,32
<=50K,Female,White,44,44
<=50K,Male,White,20,40
<=50K,Male,Asian-Pac-Islander,46,37
<=50K,Male,White,39,50
<=50K,Male,White,34,40
<=50K,Male,White,19,35
>50K,Male,White,27,40
<=50K,Male,White,53,40
<=50K,Male,White,46,40
<=50K,Male,White,23,40
<=50K,Male,Asian-Pac-Islander,39,40
<=50K,Male,White,30,40
>50K,Male,White,53,45
<=50K,Male,White,33,40
<=50K,Female,White,22,40
<=50K,Female,Black,44,35
<=50K,Female,Amer-Indian-Eskimo,30,40
<=50K,Female,White,66,20
<=50K,Male,White,39,40
>50K,Male,White,37,50
<=50K,Female,White,34,40
<=50K,Male,White,17,20
>50K,Male,White,43,60
>50K,Male,White,46,50
<=50K,Male,White,17,20
<=50K,Male,White,60,40
<=50K,Male,White,63,40
<=50K,Male,White,42,40
<=50K,Male,Other,30,40
<=50K,Male,White,33,40
<=50K,Male,Amer-Indian-Eskimo,43,40
<=50K,Female,White,20,40
<=50K,Male,Black,30,72
<=50K,Male,White,37,45
<=50K,Female,White,33,40
>50K,Male,White,49,40
<=50K,Female,White,65,17
>50K,Male,White,35,55
<=50K,Male,White,27,40
>50K,Male,White,33,45
<=50K,Female,White,18,20
<=50K,Male,White,41,50
<=50K,Male,White,38,40
<=50K,Male,White,45,40
<=50K,Male,White,18,40
<=50K,Female,White,33,38
<=50K,Male,White,28,40
<=50K,Female,Amer-Indian-Eskimo,47,40
<=50K,Female,Black,30,20
<=50K,Male,White,36,40
<=50K,Male,White,21,30
<=50K,Male,White,44,40
<=50K,Male,White,33,20
<=50K,Male,Black,61,6
<=50K,Male,White,29,40
>50K,Male,White,45,40
<=50K,Female,White,18,60
>50K,Male,White,29,56
<=50K,Female,White,27,40
<=50K,Male,White,21,20
<=50K,Female,White,22,35
>50K,Male,White,49,45
<=50K,Male,White,35,50
>50K,Male,White,47,40
<=50K,Male,White,37,40
>50K,Male,White,37,48
<=50K,Male,White,26,40
<=50K,Male,White,18,40
<=50K,Male,White,55,45
>50K,Male,White,47,50
<=50K,Female,Amer-Indian-Eskimo,59,40
<=50K,Female,White,70,5
>50K,Male,White,53,40
<=50K,Female,White,39,40
<=50K,Male,White,38,40
<=50K,Female,White,33,50
<=50K,Male,White,19,40
<=50K,Male,White,28,40
<=50K,Female,White,74,1
>50K,Male,White,40,40
<=50K,Male,White,35,40
<=50K,Male,White,35,50
>50K,Male,White,41,40
<=50K,Male,White,38,50
>50K,Male,White,29,35
<=50K,Male,White,46,50
<=50K,Female,White,46,40
>50K,Male,White,40,60
>50K,Male,White,29,40
<=50K,Male,Black,39,60
<=50K,Male,White,31,60
<=50K,Female,White,50,70
<=50K,Female,White,31,40
<=50K,Male,White,27,45
<=50K,Male,Black,27,25
<=50K,Female,White,28,20
<=50K,Female,Black,21,30
<=50K,Male,White,57,40
<=50K,Female,White,56,40
<=50K,Female,White,22,40
<=50K,Female,White,48,40
<=50K,Male,Asian-Pac-Islander,36,55
<=50K,Male,White,51,40
<=50K,Male,White,39,48
>50K,Male,White,43,70
<=50K,Male,Asian-Pac-Islander,38,40
<=50K,Male,White,51,40
<=50K,Male,White,43,40
>50K,Male,White,44,40
<=50K,Female,White,35,50
>50K,Male,White,40,40
<=50K,Female,Black,39,12
<=50K,Male,White,47,40
<=50K,Female,White,23,15
<=50K,Male,White,26,40
<=50K,Female,Black,25,40
<=50K,Male,Black,29,42
<=50K,Male,White,30,45
<=50K,Male,Asian-Pac-Islander,57,40
>50K,Male,White,37,40
>50K,Male,White,39,48
>50K,Female,White,37,40
<=50K,Male,White,45,40
<=50K,Female,White,21,16
<=50K,Female,Black,25,40
<=50K,Female,Amer-Indian-Eskimo,61,40
<=50K,Male,White,59,15
<=50K,Male,White,28,40
<=50K,Female,White,24,40
>50K,Male,White,47,40
<=50K,Male,White,29,80
<=50K,Female,White,49,20
<=50K,Female,White,41,35
<=50K,Female,Black,33,40
<=50K,Male,White,20,40
>50K,Female,White,40,20
<=50K,Male,White,32,16
>50K,Male,Black,48,40
<=50K,Female,White,24,40
>50K,Male,White,50,38
<=50K,Male,Asian-Pac-Islander,31,40
>50K,Male,White,23,55
<=50K,Male,White,35,40
<=50K,Male,White,50,40
<=50K,Male,White,39,50
<=50K,Male,White,52,48
<=50K,Male,White,44,80
>50K,Male,White,43,50
<=50K,Male,White,39,40
>50K,Male,White,33,40
>50K,Male,White,31,40
>50K,Female,White,40,40
<=50K,Male,White,28,40
<=50K,Female,Asian-Pac-Islander,19,25
<=50K,Male,White,35,50
<=50K,Male,White,44,60
<=50K,Male,White,40,40
<=50K,Female,White,20,35
>50K,Male,Black,55,48
<=50K,Male,White,30,35
>50K,Male,White,38,55
<=50K,Male,White,75,20
<=50K,Male,White,17,15
>50K,Male,White,79,40
<=50K,Male,White,20,30
<=50K,Male,White,25,30
<=50K,Male,White,27,45
<=50K,Female,White,19,20
<=50K,Female,Amer-Indian-Eskimo,21,40
<=50K,Male,White,19,20
<=50K,Male,White,42,40
<=50K,Male,White,28,36
>50K,Male,White,47,40
<=50K,Female,White,59,32
>50K,Male,White,50,40
<=50K,Male,White,48,80
<=50K,Male,White,33,40
<=50K,Female,White,27,40
>50K,Male,White,45,30
<=50K,Male,White,24,40
>50K,Female,White,31,40
<=50K,Male,Black,24,40
<=50K,Male,White,29,40
<=50K,Male,White,24,30
<=50K,Female,White,24,30
<=50K,Female,Black,28,45
<=50K,Male,White,63,40
<=50K,Male,White,36,50
<=50K,Male,White,58,40
<=50K,Female,White,51,36
>50K,Male,White,42,50
<=50K,Male,White,39,40
<=50K,Female,Asian-Pac-Islander,26,40
<=50K,Male,White,39,40
<=50K,Male,White,28,45
>50K,Male,Amer-Indian-Eskimo,51,40
<=50K,Male,White,45,40
<=50K,Male,White,45,40
<=50K,Female,White,23,40
<=50K,Male,White,38,40
<=50K,Male,White,38,36
<=50K,Male,White,39,40
<=50K,Male,White,52,50
<=50K,Female,White,17,6
<=50K,Male,White,31,50
<=50K,Male,Black,22,24
<=50K,Female,White,47,38
<=50K,Female,White,28,40
<=50K,Female,Black,30,40
>50K,Male,White,41,50
<=50K,Male,Black,29,42
>50K,Male,White,42,60
<=50K,Male,White,52,40
<=50K,Female,White,35,40
<=50K,Female,White,28,40
>50K,Male,White,46,46
<=50K,Female,White,21,40
<=50K,Female,Black,45,40
<=50K,Male,White,21,40
<=50K,Male,White,74,20
<=50K,Male,White,29,40
